,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
11373,177025,Hamirpur_Amman_DPP (Himachal Pradesh),Hamirpur_Amman_DPP (Himachal Pradesh),Hamirpur_Amman_DPP (Himachal Pradesh),Hamirpur,Himachal Pradesh,FALSE
11374,391347,Vadodara_Dashrath_H (Gujarat),Vadodara_Temp_H (Gujarat),Vadodara_Dashrath_H (Gujarat),Vadodara,Gujarat,FALSE
11375,273007,Gorakhpur_Bhauwapar_H (Uttar Pradesh),Gorakhpur_Bhauwapar_H (Uttar Pradesh),Gorakhpur_Bhauwapar_H (Uttar Pradesh),Gorakhpur,Uttar Pradesh,FALSE
11376,561211,Gauribidanur_Srinagara_D (Karnataka),Gauribidanur_Srinagara_D (Karnataka),Gauribidanur_Srinagara_D (Karnataka),Gauribidanur,Karnataka,TRUE
11377,160060,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,Chandigarh,FALSE
11378,500063,Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad,Telangana,FALSE
11379,403604,Goa_Cortalim_H (Goa),Goa_Cortalim_H (Goa),Goa_Cortalim_H (Goa),Goa,Goa,FALSE
11380,847305,Benipatti_Ward15_D (Bihar),Benipatti_Ward15_D (Bihar),Benipatti_Ward15_D (Bihar),Benipatti,Bihar,TRUE
11381,686577,Pala_Vallichira_D (Kerala),Pala_Vallichira_D (Kerala),Pala_Vallichira_D (Kerala),Pala,Kerala,TRUE
11382,721653,Panskura_Central_D_3 (West Bengal),Panskura_Central_D_3 (West Bengal),Panskura_Central_D_3 (West Bengal),Panskura,West Bengal,TRUE
11383,685538,Mundakayam_Peermade_D (Kerala),Mundakayam_Peermade_D (Kerala),Mundakayam_Peermade_D (Kerala),Mundakayam,Kerala,TRUE
11384,793150,Jowai_Ldthlabh_D (Meghalaya),Jowai_Ldthlabh_D (Meghalaya),Jowai_Ldthlabh_D (Meghalaya),Jowai,Meghalaya,TRUE
11385,783393,Bongaigaon_Chapaguri_I (Assam),Bongaigaon_Chapaguri_I (Assam),Bongaigaon_Chapaguri_I (Assam),Bongaigaon,Assam,FALSE
11386,751027,Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneshwar,Orissa,TRUE
11387,481998,Mandla_Maharajpur_D (Madhya Pradesh),Mandla_Maharajpur_D (Madhya Pradesh),Mandla_Maharajpur_D (Madhya Pradesh),Mandla,Madhya Pradesh,FALSE
11388,176028,NagrotaSurian_Saknra_DPP (Himachal Pradesh),NagrotaSurian_Saknra_DPP (Himachal Pradesh),NagrotaSurian_Saknra_DPP (Himachal Pradesh),Nagrota Surian,Himachal Pradesh,FALSE
11389,311024,Raila_LambiaKalan_DPP (Rajasthan),Raila_LambiaKalan_DPP (Rajasthan),Raila_LambiaKalan_DPP (Rajasthan),Raila,Rajasthan,TRUE
11390,522022,Guntur_Kornepadu_I (Andhra Pradesh),Guntur_Kornepadu_I (Andhra Pradesh),Guntur_Kornepadu_I (Andhra Pradesh),Guntur,Andhra Pradesh,TRUE
11391,422109,Sinnar_Pimpale_D (Maharashtra),Sinnar_Pimpale_D (Maharashtra),Sinnar_Pimpale_D (Maharashtra),Sinnar,Maharashtra,TRUE
11392,781112,Chhaygaon_Bijoynagar_D (Assam),Chhaygaon_Bijoynagar_D (Assam),Chhaygaon_Bijoynagar_D (Assam),Chhaygaon,Assam,FALSE
11393,364002,Bhavnagar_Chitra_I (Gujarat),Bhavnagar_Chitra_I (Gujarat),Bhavnagar_Chitra_I (Gujarat),Bhavnagar,Gujarat,FALSE
11394,847303,Bharwara_AtarwelPath_D (Bihar),Bharwara_AtarwelPath_D (Bihar),Bharwara_AtarwelPath_D (Bihar),Bharwara,Bihar,TRUE
11395,768221,Bamra_Govindpur_D (Orissa),Bamra_Govindpur_D (Orissa),Bamra_Govindpur_D (Orissa),Bamra,Orissa,FALSE
11396,403720,Goa_Cortalim_H (Goa),Goa_Cortalim_H (Goa),Goa_Cortalim_H (Goa),Goa,Goa,FALSE
11397,736157,Mathabhanga_AmlaPara_D (West Bengal),Mathabhanga_AmlaPara_D (West Bengal),Mathabhanga_AmlaPara_D (West Bengal),Mathabhanga,West Bengal,TRUE
11398,712708,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,TRUE
11399,614102,Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur,Tamil Nadu,TRUE
11400,400092,Mumbai_CharkopIndEstate_L (Maharashtra),Mumbai_CharkopIndEstate_L (Maharashtra),Mumbai_CharkopIndEstate_L (Maharashtra),Mumbai,Maharashtra,FALSE
11401,743164,Naihati_Rajendrapur_DPP (West Bengal),Naihati_Rajendrapur_DPP (West Bengal),Naihati_Rajendrapur_DPP (West Bengal),Naihati,West Bengal,
11402,535001,Vizianagaram_KLPuram_D (Andhra Pradesh),Vizianagaram_KLPuram_D (Andhra Pradesh),Vizianagaram_KLPuram_D (Andhra Pradesh),Vizianagaram,Andhra Pradesh,TRUE
11403,766025,Jaipatna_PradhniChwk_D (Orissa),Jaipatna_PradhniChwk_D (Orissa),Jaipatna_PradhniChwk_D (Orissa),Jaipatna,Orissa,
11404,505102,Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal,Telangana,TRUE
11405,333035,Pilani_LoharuRd_D (Rajasthan),Pilani_LoharuRd_D (Rajasthan),Pilani_LoharuRd_D (Rajasthan),Pilani,Rajasthan,TRUE
11406,828402,Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad,Jharkhand,TRUE
11407,670661,Kannur_Koodali_H (Kerala),Kannur_Koodali_H (Kerala),Kannur_Koodali_H (Kerala),Kannur,Kerala,TRUE
11408,181201,Akhnoor_Galali_D (Jammu & Kashmir),Akhnoor_Galali_D (Jammu & Kashmir),Akhnoor_Galali_D (Jammu & Kashmir),Akhnoor,Jammu & Kashmir,TRUE
11409,444003,Akola_Midcphase3_H (Maharashtra),Akola_Midcphase3_H (Maharashtra),Akola_Midcphase3_H (Maharashtra),Akola,Maharashtra,FALSE
11410,415720,Dapoli_Ghimhavane_D (Maharashtra),Dapoli_Ghimhavane_D (Maharashtra),Dapoli_Ghimhavane_D (Maharashtra),Dapoli,Maharashtra,TRUE
11411,574210,Puttur_Darbe_D (Karnataka),Puttur_Darbe_D (Karnataka),Puttur_Darbe_D (Karnataka),Puttur,Karnataka,TRUE
11412,621652,Thirukatupali_BudalurRd_D (Tamil Nadu),Thirukatupali_BudalurRd_D (Tamil Nadu),Thirukatupali_BudalurRd_D (Tamil Nadu),Thirukkattupalli,Tamil Nadu,TRUE
11413,637207,Namakkal_KonguNgr_D (Tamil Nadu),Namakkal_KonguNgr_D (Tamil Nadu),Namakkal_KonguNgr_D (Tamil Nadu),Namakkal,Tamil Nadu,TRUE
11414,613406,Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur,Tamil Nadu,FALSE
11415,251311,Muzaffarnagar_Transportnagar_D (Uttar Pradesh),Muzaffarnagar_Transportnagar_D (Uttar Pradesh),Muzaffarnagar_Transportnagar_D (Uttar Pradesh),Muzaffarnagar,Uttar Pradesh,TRUE
11416,193224,Kupwara_Kralpora2_DPP (Jammu & Kashmir),Kupwara_Kralpora2_DPP (Jammu & Kashmir),Kupwara_Kralpora2_DPP (Jammu & Kashmir),Kupwara,Jammu & Kashmir,FALSE
11417,676561,Tirur_Perunthallur_D (Kerala),Tirur_Perunthallur_D (Kerala),Tirur_Perunthallur_D (Kerala),Tirur,Kerala,TRUE
11418,307802,Sirohi_Vedhaynathcolony_D (Rajasthan),Sirohi_Vedhaynathcolony_D (Rajasthan),Sirohi_Vedhaynathcolony_D (Rajasthan),Sirohi,Rajasthan,TRUE
11419,224149,Jalalpur_Jaukabad_D (Uttar Pradesh),Jalalpur_Jaukabad_D (Uttar Pradesh),Jalalpur_Jaukabad_D (Uttar Pradesh),Jalalpur,Uttar Pradesh,TRUE
11420,723148,Hura_Lalpur_DPP (West Bengal),Hura_Lalpur_DPP (West Bengal),Hura_Lalpur_DPP (West Bengal),Hura,West Bengal,TRUE
11421,641114,Coimbatore_Chettipalaym_L (Tamil Nadu),Coimbatore_Chettipalaym_L (Tamil Nadu),Coimbatore_Madampatti_D (Tamil Nadu),Coimbatore,Tamil Nadu,TRUE
11422,689582,Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla,Kerala,FALSE
11423,232116,Chandauli_Alinagar_D (Uttar Pradesh),Chandauli_Alinagar_D (Uttar Pradesh),Chandauli_Alinagar_D (Uttar Pradesh),Chandauli,Uttar Pradesh,TRUE
11424,632404,Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet,Tamil Nadu,FALSE
11425,410102,Karjat_Haliwali_D (Maharashtra),Karjat_Haliwali_D (Maharashtra),Karjat_Haliwali_D (Maharashtra),Karjat,Maharashtra,TRUE
11426,761110,Asika_DsarathiNgr_DPP (Orissa),Asika_DsarathiNgr_DPP (Orissa),Asika_DsarathiNgr_DPP (Orissa),Asika,Orissa,TRUE
11427,223101,Shahganj_Kaudiya_D (Uttar Pradesh),Shahganj_Kaudiya_D (Uttar Pradesh),Shahganj_Kaudiya_D (Uttar Pradesh),Shahganj,Uttar Pradesh,TRUE
11428,712612,Kamarpukur_ChatiDPP_D (West Bengal),Kamarpukur_ChatiDPP_D (West Bengal),Kamarpukur_ChatiDPP_D (West Bengal),Kamarpukur,West Bengal,TRUE
11429,277506,Ballia_GorkprRd_D (Uttar Pradesh),Ballia_GorkprRd_D (Uttar Pradesh),Ballia_GorkprRd_D (Uttar Pradesh),Ballia,Uttar Pradesh,TRUE
11430,332703,Ramgarh_Khoor_D (Rajasthan),Ramgarh_Khoor_D (Rajasthan),Ramgarh_Khoor_D (Rajasthan),Ramgarh-RJ,Rajasthan,TRUE
11431,686667,Thodupuzha_Manimalakunu_D (Kerala),Thodupuzha_Manimalakunu_D (Kerala),Thodupuzha_Manimalakunu_D (Kerala),Thodupuzha,Kerala,FALSE
11432,307028,Sumerpur_Angor_D (Rajasthan),Sumerpur_Angor_D (Rajasthan),Sumerpur_Angor_D (Rajasthan),Sumerpur,Rajasthan,TRUE
11433,743201,Kolkata_Dopere_L (West Bengal),Kolkata_Dopere_L (West Bengal),Kolkata_Dopere_L (West Bengal),Kolkata,West Bengal,TRUE
11434,752112,Pipili_Hasanapur_D (Orissa),Pipili_Hasanapur_D (Orissa),Pipili_Hasanapur_D (Orissa),Pipili,Orissa,FALSE
11435,535521,Parvathipuram_RyghdRd_D (Andhra Pradesh),Parvathipuram_RyghdRd_D (Andhra Pradesh),Parvathipuram_RyghdRd_D (Andhra Pradesh),Parvathipuram,Andhra Pradesh,TRUE
11436,452007,Indore_Sinhasa_L (Madhya Pradesh),Indore_Dakachya_GW (Madhya Pradesh),Indore_Sinhasa_L (Madhya Pradesh),Indore,Madhya Pradesh,FALSE
11437,680561,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,FALSE
11438,636805,Palacode_Dandukaranahalli_D (Tamil Nadu),Palacode_Dandukaranahalli_D (Tamil Nadu),Palacode_Dandukaranahalli_D (Tamil Nadu),Palacode,Tamil Nadu,TRUE
11439,583231,Koppal_Bhagyanagar1_D (Karnataka),Koppal_Bhagyanagar1_D (Karnataka),Koppal_Bhagyanagar1_D (Karnataka),Koppal,Karnataka,TRUE
11440,396215,Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi,Gujarat,FALSE
11441,572128,Tumkur_Thimmalapura_H (Karnataka),Tumkur_Thimmalapura_H (Karnataka),Tumkur_Thimmalapura_H (Karnataka),Tumkur,Karnataka,TRUE
11442,131002,Sonipat_Sector42_P (Haryana),Sonipat_Sector42_P (Haryana),Sonipat_Sector42_P (Haryana),Sonipat,Haryana,FALSE
11443,628718,Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin,Tamil Nadu,FALSE
11444,221709,Mau_Chriayakot_D (Uttar Pradesh),Mau_Chriayakot_C (Uttar Pradesh),Mau_Chriayakot_C (Uttar Pradesh),Mau,Uttar Pradesh,TRUE
11445,313014,Udaipur_Balicha_H (Rajasthan),Udaipur_Balicha_H (Rajasthan),Udaipur_Balicha_H (Rajasthan),Udaipur,Rajasthan,FALSE
11446,752120,Nimapara_MahabirClny_D (Orissa),Nimapara_MahabirClny_D (Orissa),Nimapara_MahabirClny_D (Orissa),Nimapara,Orissa,TRUE
11447,627005,Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli,Tamil Nadu,FALSE
11448,224230,Tanda_HayatganjChowk_D (Uttar Pradesh),Tanda_HayatganjChowk_D (Uttar Pradesh),Tanda_HayatganjChowk_D (Uttar Pradesh),Tanda,Uttar Pradesh,TRUE
11449,600035,Chennai_KaveriNagar_L (Tamil Nadu),Chennai_KaveriNagar_L (Tamil Nadu),Chennai_KaveriNagar_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
11450,852122,Murliganj_JheelChowk_D (Bihar),Murliganj_JheelChowk_D (Bihar),Murliganj_JheelChowk_D (Bihar),Murliganj,Bihar,TRUE
11451,466221,Ashta_Saicolony_D (Madhya Pradesh),Ashta_Saicolony_D (Madhya Pradesh),Ashta_Saicolony_D (Madhya Pradesh),Ashta,Madhya Pradesh,TRUE
11452,411406,Pune_Bhamboli_L (Maharashtra),Pune_BhamboliMIDC_H (Maharashtra),Pune_Bhamboli_L (Maharashtra),Pune,Maharashtra,FALSE
11453,533435,Yerravaram_Somavaram_D (Andhra Pradesh),Yerravaram_Somavaram_D (Andhra Pradesh),Yerravaram_Somavaram_D (Andhra Pradesh),Yerravaram,Andhra Pradesh,TRUE
11454,454435,Sardarpur_Rajgarh_DPP (Madhya Pradesh),Sardarpur_Rajgarh_DPP (Madhya Pradesh),Sardarpur_Rajgarh_DPP (Madhya Pradesh),Sardarpur,Madhya Pradesh,FALSE
11455,385575,Tharad_AnandNagar_D (Gujarat),Tharad_AnandNagar_D (Gujarat),Tharad_AnandNagar_D (Gujarat),Tharad,Gujarat,TRUE
11456,636908,Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem,Tamil Nadu,
11457,517192,Pileru_Plot14_D (Andhra Pradesh),Pileru_Plot14_D (Andhra Pradesh),Pileru_Plot14_D (Andhra Pradesh),Pileru,Andhra Pradesh,TRUE
11458,632008,Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_I (Tamil Nadu),Vellore,Tamil Nadu,FALSE
11459,274701,Salempur_Banjaria_D (Uttar Pradesh),Salempur_Banjaria_D (Uttar Pradesh),Salempur_Banjaria_D (Uttar Pradesh),Salempur,Uttar Pradesh,TRUE
11460,575023,Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore,Karnataka,FALSE
11461,431526,Ambajogai_BansilalNgr_D (Maharashtra),Ambajogai_BansilalNgr_D (Maharashtra),Ambajogai_BansilalNgr_D (Maharashtra),Ambajogai,Maharashtra,TRUE
11462,393133,Ankleshwar_Motali1_L (Gujarat),Ankleshwar_Motali1_L (Gujarat),Ankleshwar_Motali1_L (Gujarat),Ankleshwar,Gujarat,TRUE
11463,323603,Lakheri_KrsrdDPP_D (Rajasthan),Lakheri_KrsrdDPP_D (Rajasthan),Lakheri_KrsrdDPP_D (Rajasthan),Lakheri,Rajasthan,FALSE
11464,591235,Mahalingpur_Bagalkot_D (Karnataka),Mahalingpur_Bagalkot_D (Karnataka),Mahalingpur_Bagalkot_D (Karnataka),Mahalingpur,Karnataka,TRUE
11465,272173,Gorakhpur_Bhauwapar_H (Uttar Pradesh),Gorakhpur_Bhauwapar_H (Uttar Pradesh),Gorakhpur_Bhauwapar_H (Uttar Pradesh),Gorakhpur,Uttar Pradesh,TRUE
11466,413531,Latur_Khadgaon_I (Maharashtra),Latur_Khadgaon_I (Maharashtra),Latur_Khadgaon_I (Maharashtra),Latur,Maharashtra,TRUE
11467,453331,Pithampur_AmbedkarNgr_L (Madhya Pradesh),Pithampur_AmbedkarNgr_L (Madhya Pradesh),Pithampur_AmbedkarNgr_L (Madhya Pradesh),Pithampur,Madhya Pradesh,TRUE
11468,576112,Yellare_Hebri_D (Karnataka),Yellare_Hebri_D (Karnataka),Yellare_Hebri_D (Karnataka),Yellare,Karnataka,TRUE
11469,700045,Kolkata_Paharpur_L (West Bengal),Kolkata_Paharpur_L (West Bengal),Kolkata_Paharpur_L (West Bengal),Kolkata,West Bengal,FALSE
11470,625018,Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai,Tamil Nadu,FALSE
11471,503145,Kamareddy_AshokNgr_D (Telangana),Kamareddy_AshokNgr_D (Telangana),Kamareddy_AshokNgr_D (Telangana),Kamareddy,Telangana,FALSE
11472,629151,Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam,Tamil Nadu,TRUE
11473,627761,Sankaran_Kovil_D (Tamil Nadu),Sankaran_Kovil_D (Tamil Nadu),Sankaran_Kovil_D (Tamil Nadu),Sankarankovil,Tamil Nadu,TRUE
11474,285124,Jalaun_Sengarcol_D (Uttar Pradesh),Jalaun_Sengarcol_D (Uttar Pradesh),Jalaun_Sengarcol_D (Uttar Pradesh),Jalaun,Uttar Pradesh,TRUE
11475,752045,Puri_Purussottamnagar_D (Orissa),Puri_Purussottamnagar_D (Orissa),Puri_Purussottamnagar_D (Orissa),Puri,Orissa,FALSE
11476,143535,Pathankot_SunderNagar_H (Punjab),Pathankot_SunderNagar_H (Punjab),Pathankot_SunderNagar_H (Punjab),Pathankot,Punjab,TRUE
11477,786185,Chabua_CollgeRD_D (Assam),Chabua_CollgeRD_D (Assam),Chabua_CollgeRD_D (Assam),Chabua,Assam,TRUE
11478,828205,Chirkunda_Egarkunr1_D (Jharkhand),Chirkunda_Egarkunr1_D (Jharkhand),Chirkunda_Egarkunr1_D (Jharkhand),Chirkunda,Jharkhand,TRUE
11479,396236,Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi,Gujarat,FALSE
11480,755013,Mangalpur_GayatriColony_D (Orissa),Mangalpur_GayatriColony_D (Orissa),Mangalpur_GayatriColony_D (Orissa),Mangalpur,Orissa,TRUE
11481,444202,Akot_CollegeRd_D (Maharashtra),Akot_CollegeRd_D (Maharashtra),Akot_CollegeRd_D (Maharashtra),Akot,Maharashtra,TRUE
11482,231206,Robertsganj_UttarMohal_D (Uttar Pradesh),Robertsganj_UttarMohal_D (Uttar Pradesh),Robertsganj_UttarMohal_D (Uttar Pradesh),Robertsganj,Uttar Pradesh,TRUE
11483,281001,Mathura_SuryaNagar_D (Uttar Pradesh),Mathura_SuryaNagar_D (Uttar Pradesh),Mathura_SuryaNagar_D (Uttar Pradesh),Mathura,Uttar Pradesh,FALSE
11484,444714,Morshi_Samarthacolony_D (Maharashtra),Morshi_Samarthacolony_D (Maharashtra),Morshi_Samarthacolony_D (Maharashtra),Morshi,Maharashtra,
11485,284402,Mahrauni_Kuwanghosi_D (Uttar Pradesh),Mahrauni_Kuwanghosi_D (Uttar Pradesh),Mahrauni_Kuwanghosi_D (Uttar Pradesh),Mahrauni,Uttar Pradesh,TRUE
11486,762014,Boudh_Jogiberini_D (Orissa),Boudh_Jogiberini_D (Orissa),Boudh_Jogiberini_D (Orissa),Boudh,Orissa,TRUE
11487,482002,Jabalpur_Temp2_L (Madhya Pradesh),Jabalpur_Temp2_L (Madhya Pradesh),Jabalpur_Temp2_L (Madhya Pradesh),Jabalpur,Madhya Pradesh,FALSE
11488,845318,Dhaka_PachpakriRd_D (Bihar),Dhaka_PachpakriRd_D (Bihar),Dhaka_PachpakriRd_D (Bihar),Dhaka,Bihar,TRUE
11489,571404,Mandya_Gandhinagar_D (Karnataka),Mandya_Gandhinagar_D (Karnataka),Mandya_Gandhinagar_D (Karnataka),Mandya,Karnataka,TRUE
11490,757043,Rairangpur_Sanchampauda_D (Orissa),Rairangpur_Sanchampauda_D (Orissa),Rairangpur_Sanchampauda_D (Orissa),Rairangpur,Orissa,TRUE
11491,721449,Contai_Bankaberya_D (West Bengal),Contai_Bankaberya_D (West Bengal),Contai_Bankaberya_D (West Bengal),Contai,West Bengal,TRUE
11492,638111,Palladam_Mullainagar_D (Tamil Nadu),Palladam_Mullainagar_D (Tamil Nadu),Palladam_Mullainagar_D (Tamil Nadu),Palladam,Tamil Nadu,TRUE
11493,160058,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,Chandigarh,FALSE
11494,797109,Tseminyu_Zisunyu_D (Nagaland),Tseminyu_Zisunyu_D (Nagaland),Tseminyu_Zisunyu_D (Nagaland),Tseminyu,Nagaland,FALSE
11495,581305,Karwar_Chendiya_D (Karnataka),Karwar_Chendiya_D (Karnataka),Karwar_Chendiya_D (Karnataka),Karwar,Karnataka,TRUE
11496,396433,Bilimora_MarutiNagar_D (Gujarat),Surat_Kacholi_GW (Gujarat),Bilimora_MarutiNagar_D (Gujarat),Bilimora,Gujarat,TRUE
11497,721651,Panskura_Central_D_3 (West Bengal),Panskura_Central_D_3 (West Bengal),Panskura_Central_D_3 (West Bengal),Panskura,West Bengal,TRUE
11498,583284,Yelburga_KoppalRoad_D (Karnataka),Yelburga_KoppalRoad_D (Karnataka),Yelburga_KoppalRoad_D (Karnataka),Yelburga,Karnataka,FALSE
11499,201008,Noida_Surajpur_L (Uttar Pradesh),Noida_Bairangpur_GW (Uttar Pradesh),Noida_Surajpur_L (Uttar Pradesh),Noida,Uttar Pradesh,FALSE
11500,452056,Indore_Dakachya_GW (Madhya Pradesh),Indore_Dakachya_GW (Madhya Pradesh),Indore_Dakachya_GW (Madhya Pradesh),Indore,Madhya Pradesh,FALSE
11501,796471,Zawlnuam_Bawrai_D (Mizoram),Zawlnuam_Bawrai_D (Mizoram),Zawlnuam_Bawrai_D (Mizoram),Zawlnuam,Mizoram,FALSE
11502,785691,Sonari_BoruahAliRd_D (Assam),Sonari_BoruahAliRd_D (Assam),Sonari_BoruahAliRd_D (Assam),Sonari,Assam,TRUE
11503,204101,Hathras_NayeeNangla_D (Uttar Pradesh),Hathras_NayeeNangla_D (Uttar Pradesh),Hathras_NayeeNangla_D (Uttar Pradesh),Hathras,Uttar Pradesh,FALSE
11504,144103,Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar,Punjab,FALSE
11505,624801,Dindigul_Kottapatti_D (Tamil Nadu),Dindigul_Kottapatti_D (Tamil Nadu),Dindigul_Kottapatti_D (Tamil Nadu),Dindigul,Tamil Nadu,TRUE
11506,210430,Rath_Pathanpura_D (Uttar Pradesh),Rath_Pathanpura_D (Uttar Pradesh),Rath_Pathanpura_D (Uttar Pradesh),Rath,Uttar Pradesh,TRUE
11507,422304,Lasalgaon_TelephnExch_D (Maharashtra),Lasalgaon_TelephnExch_D (Maharashtra),Lasalgaon_TelephnExch_D (Maharashtra),Lasalgaon,Maharashtra,TRUE
11508,132039,Assandh_KaithalRoad_D (Haryana),Assandh_KaithalRoad_D (Haryana),Assandh_KaithalRoad_D (Haryana),Assandh,Haryana,TRUE
11509,470772,Hatta_NavodayaWard_D (Madhya Pradesh),Hatta_NavodayaWard_D (Madhya Pradesh),Hatta_NavodayaWard_D (Madhya Pradesh),Hatta,Madhya Pradesh,TRUE
11510,221101,Aunrihar_Saidpur_D (Uttar Pradesh),Aunrihar_Saidpur_D (Uttar Pradesh),Aunrihar_Saidpur_D (Uttar Pradesh),Aunrihar,Uttar Pradesh,FALSE
11511,630108,Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi,Tamil Nadu,TRUE
11512,752027,Tangi_SriDPP_D (Orissa),Tangi_SriDPP_D (Orissa),Tangi_SriDPP_D (Orissa),Tangi,Orissa,TRUE
11513,389140,Dahod_Vanzarwada_I (Gujarat),Dahod_Vanzarwada_I (Gujarat),Dahod_Vanzarwada_I (Gujarat),Dahod,Gujarat,TRUE
11514,144511,Nawanshahr_FrndsClny_D (Punjab),Nawanshahr_FrndsClny_D (Punjab),Nawanshahr_FrndsClny_D (Punjab),Nawanshahr,Punjab,TRUE
11515,582118,HoovinaHadagali_HMnagar_D (Karnataka),HoovinaHadagali_HMnagar_D (Karnataka),HoovinaHadagali_HMnagar_D (Karnataka),Hoovina Hadagali,Karnataka,TRUE
11516,835204,Bundu_Collegemore_D (Jharkhand),Bundu_Collegemore_D (Jharkhand),Bundu_Collegemore_D (Jharkhand),Bundu,Jharkhand,TRUE
11517,500053,Hyderabad_Shamshbd_H (Telangana),Hyderabad_Shamshbd_H (Telangana),Hyderabad_Shamshbd_H (Telangana),Hyderabad,Telangana,FALSE
11518,700059,Kolkata_Kadapara_L (West Bengal),Kolkata_Kadapara_L (West Bengal),Kolkata_Kadapara_L (West Bengal),Kolkata,West Bengal,FALSE
11519,781002,Guwahati_Betkuchi1_L (Assam),Guwahati_KaliPahar_GW (Assam),Guwahati_Betkuchi1_L (Assam),Guwahati,Assam,FALSE
11520,176059,Palampur_Berachah_D (Himachal Pradesh),Palampur_Berachah_D (Himachal Pradesh),Palampur_Berachah_D (Himachal Pradesh),Palampur,Himachal Pradesh,FALSE
11521,246455,Tharali_Kulsari_D (Uttarakhand),Tharali_Kulsari_D (Uttarakhand),Tharali_Kulsari_D (Uttarakhand),Tharali,Uttarakhand,TRUE
11522,522646,Vinukonda_SeetaiahNagar_D (Andhra Pradesh),Vinukonda_SeetaiahNagar_D (Andhra Pradesh),Vinukonda_SeetaiahNagar_D (Andhra Pradesh),Vinukonda,Andhra Pradesh,TRUE
11523,829150,Peterbar_Gagi_D (Jharkhand),Peterbar_Gagi_D (Jharkhand),Peterbar_Gagi_D (Jharkhand),Peterbar,Jharkhand,TRUE
11524,410205,Nagothane_Patansai_D (Maharashtra),Nagothane_Patansai_D (Maharashtra),Nagothane_Patansai_D (Maharashtra),Nagothane,Maharashtra,TRUE
11525,584136,Raichur_Wadloor_I (Karnataka),Raichur_Wadloor_I (Karnataka),Raichur_Wadloor_I (Karnataka),Raichur,Karnataka,TRUE
